Citation/Document Number,Type,Relation
"<othercit>FDA, Review Memo-Keytruda, FDA, N/A, 19 pages, 2020.</othercit>","NPL","Study NPL"
"<othercit>Food and Drug Administration, FDA approves new dosing regimen for pembrolizumab, Food and Drug Administration, N/A, 2 pages, 2020.</othercit>","NPL","Study NPL"
"<othercit>Food and Drug Administration, Guidance for Industry Population Pharmacokinetics, CP 1, N/A, 35 pages, 1999.</othercit>","NPL","Study NPL"
"<othercit>Freshwater et al., Evaluation of dosing strategy for pembrolizumab for oncology indications, Journal for ImmunoTherapy of Cancer, vol. 5, Article No. 43 (2017).</othercit>","NPL","Study NPL"
"<othercit>Freshwater, T. et al., Evaluation of dosing strategy for pembrolizumab for oncology indications, Journal for ImmunoTherapy of Cancer, 2017, 1-9, 5:43.</othercit>","NPL","Study NPL"
"<othercit>Gadiot et al., Overall Survival and PD-L1 Expression in Metastasized Malignant Melanoma, Cancer, 2011, 2192-2201, 117.</othercit>","NPL","Study NPL"
"<othercit>Gao et al., Overexpression of PD-L1 Significantly Associates with Tumor Aggressiveness and Postoperative Recurrence in Human Hepatocellular Carcinoma, Clinical Cancer Research, 2009, 971-979, 15.</othercit>","NPL","Study NPL"
"<othercit>Garon et al., Pembrolizumab for the Treatment of Non-Small-Cell Lung Cancer, the New England Journal of Medicine, 2015, pp. 2018-2028, vol. 372, No. 21.</othercit>","NPL","Study NPL"
"<othercit>Ghebeh et al., FOXP3+ Tregs and B7-H1+/PD-1+T lymphocytes co-infiltrate the tumor tissues of high-risk breast cancer patients: Implication for immunotherapy, BMC Cancer, 2008, 57-68, 8.</othercit>","NPL","Study NPL"
"<othercit>Ghebeh et al., The B7-H1 (PD-L1) T Lymphocyte-Inhibitory Molecule Is Expressed in Breast Cancer Patients with Infiltrating Ductal Carcinoma: Correlation with Important High-Risk Prognostic Factors, Neoplasia, 2006, 190-198, 8.</othercit>","NPL","Study NPL"
"<othercit>Ghosh et al., Natalizumab for active Crohns disease, New England J. Med., 2003, pp. 24-32, 348.</othercit>","NPL","Study NPL"
"<othercit>Glassman, Patrick M., et al., Physiologically-based modeling to predict the clinical behavior of monoclonal antibodies directed against lymphocyte antigens, MABS, vol. 9:2, pp. 297-306, 2017.</othercit>","NPL","Study NPL"
"<othercit>Goldstein, Daniel A. et al., A phamacoeconomic analysis of personalized dosing versus fixed dosing of pembrolizumab in first-line PD-LI positive non-small cell lung cancer, Journal of Clinical Oncology, 2017, Abstract 9013, 35 (Suppl. 15).</othercit>","NPL","Study NPL"
"<othercit>Grimwood, Sarah et al., Target site occupancy: Emerging generalizations from clinical and preclinical studies, Pharmacology &amp; Therapeutics, 122, 281-301, 2009.</othercit>","NPL","Study NPL"
"<othercit>Hamanishi et al., Programmed cell death 1 ligand 1 and tumor-infiltrating CD8+ T lymphocytes are prognostic factors of human ovarian cancer, Proceedings of the National Academy of Sciences USA, 2007, 3360-3365, 104.</othercit>","NPL","Study NPL"
"<othercit>Hamid et al., Safety and Tumor Responses with Lambrolizumab (Anti-PD-1) in Melanoma, New Eng. J. Med., 2013, 134-144, 369(2).</othercit>","NPL","Study NPL"
"<othercit>Hamid, Omid et al., Randomized comparison of two doses of the anti-PD-1 monoclonal antibody MK-3475 for ipilimumab-refractory (IPIR) and IPI-naive (IPI-N) melanoma (MEL), Journal of Clinical Oncology, 32(Suppl15), Abstract 3000, 3 pages, 2014.</othercit>","NPL","Study NPL"
"<othercit>Hansel, Trevor T., et al., The safety and side effects of monoclonal antibodies, Nature Reviews Drug Discovery, vol. 9, pp. 325-338, Apr. 2010.</othercit>","NPL","Study NPL"
"<othercit>Hendrikx, Jeroen J.M.A. et al., Fixed Dosing of Monoclonal Antibodies in Oncology, the Oncologist, 22, 1212-1221, 2017.</othercit>","NPL","Study NPL"
"<othercit>Herbst, Roy S et al., Pembrolizumab versus docetaxel for previously treated, PD-L1-positive, advanced non-small-cell lung cancer (Keynote-010): a randomised controlled trial, Lancet, 387, 1540-1550, 2016.</othercit>","NPL","Study NPL"
"<othercit>Hino et al., Tumor cell expression of programmed cell death-1 ligand 1 is a prognostic factor for malignant melanoma, Cancer, 2010, 1757-1766, 116(7).</othercit>","NPL","Study NPL"
"<othercit>Inman et al., PD-L1 (B7-H1) expression by urothelial carcinoma of the bladder and BCG-induced granulomata: associations with localized stage progression, Cancer, 2007, 1499-1505, 109.</othercit>","NPL","Study NPL"
"<othercit>Jain, Rajul K. et al., Phase I Oncology Studies: Evidence That in the Era of Targeted Therapies Patients on Lower Doses Do Not Fare Worse, American Association for Cancer Research., vol. 16(4), pp. 1289-1297, 2010.</othercit>","NPL","Study NPL"
"<othercit>Jiunn H. Lin, Pharmacokinetics of Biotech Drugs: Peptides, Proteins and Monoclonal Antibodies, Current Drug Metabolism, 10, 661-691, 2009.</othercit>","NPL","Study NPL"
"<othercit>Jones, Hannah M. et al., A Physiologically-Based Pharmacokinetic Model for the Prediction of Monoclonal Antibody Pharmacokinetics From In Vitro Data, CPT Pharmacometrics Syst. Pharmacol., 8, 738-747, 2019.</othercit>","NPL","Study NPL"
"<othercit>Keizer, Ron J. et al., Clinical Pharmacokinetics of Therapeutic Monoclonal Antibodies, Clin Pharmacokinet, 49(8), 493-507, 2010.</othercit>","NPL","Study NPL"
"<othercit>Kontermann, Roland, Strategies to Extend Plasma Half-Lives of Recombinant Antibodies, Biodrugs, 23(2), 93-109, 2009.</othercit>","NPL","Study NPL"
"<othercit>Koren, E. et al., Immune Responses to Therapeutic Proteins in Humans-Clinical Significance, Assessment and Prediction, Current Pharmaceutical Biotechnology, 3, 349-360, 2002.</othercit>","NPL","Study NPL"
"<othercit>Kwok, Gerry et al., Pembrolizumab (Keytruda), Human Vaccines &amp; Immunotherapeutics, 2016, 2777-2789, 12:11.</othercit>","NPL","Study NPL"
"<othercit>Lala, Mallika et al., A six-weekly dosing schedule for pembrolizumab in patients with cancer based on evaluation using modelling and simulation, European Journal of Cancer, 2020, 68-75, 131.</othercit>","NPL","Study NPL"
"<othercit>Lee, Jean W et al., Bioanalysis of target biomarker and PK/PD relevancy during the development of biotherapeutics, Bioanalysis, 4(20), 2513-2523, 2012.</othercit>","NPL","Study NPL"
"<othercit>Liang, Wei-Ching et al., Dramatic activation of an antibody by a single amino acid change in framework, Scientific Reports, 11:22365, 1-9, 2021.</othercit>","NPL","Study NPL"
"<othercit>Li, Hongshan et al., Time dependent pharmacokinetics of pembrolizumab in patients with solid tumor and its correlation with best overall response, J Pharmacokinet Pharmacodyn, 44, 403-414, 2017.</othercit>","NPL","Study NPL"
"<othercit>Lindauer, A et al., Translational Pharmacokinetic/Pharmacodynamic Modeling of Tumor Growth Inhibition Supports Dose-Range Selection of the Anti-PD-1 Antibody Pembrolizumab, CPT Pharmacometrics Syst. Pharmacol., 6, 11-20, 2017.</othercit>","NPL","Study NPL"
"<othercit>Lipsky et al., Infliximab and methotrexate in the treatment of rheumatoid arthritis, New England Journal of Medicine, 2000, pp. 1594-1602, 343.</othercit>","NPL","Study NPL"
"<othercit>Li, Tommy R. et al., Pivotal Dose of Pembrolizumab: A Dose-Finding Strategy for Immuno-Oncology, Clinical Pharmacology &amp; Therapeutics, 110(1), 200-209, 2021.</othercit>","NPL","Study NPL"
"<othercit>Lobo, Evelyn D. et al., Antibody Pharmacokinetics and Pharmacodynamics, J Pharm Sci, 93(11), 2645-2668, 2004.</othercit>","NPL","Study NPL"
"<othercit>Lynch, Carmel M. et al., Practical considerations for nonclinical safety evaluation of therapeutic monoclonal antibodies, mAbs, 1:1, 2-11, 2009.</othercit>","NPL","Study NPL"
"<othercit>Marianne J. H. Van Vugt, et al., Immunogenicity of pembrolizumab in patients with advanced tumors, Journal for Immuno Therapy of Cancer, 7:212, 1-8, 2019.</othercit>","NPL","Study NPL"
"<othercit>Mathijssen, Ron H. J., et al., Determining the optimal dose in the development of anticancer agents, Nature Reviews Clinical Oncology, vol. 11, pp. 272-281, May 2014.</othercit>","NPL","Study NPL"
"<othercit>McDermott, et al., PD-1 as a potential target in cancer therapy, Cancer Medicine, pp. 662-673, 2013, WO.</othercit>","NPL","Study NPL"
"<othercit>Milgrom et al., Treatment of allergic asthma with monoclonal anti IgE antibody, New England Journal Med., 1999, pp. 1966-1973, 341.</othercit>","NPL","Study NPL"
"<othercit>Montano, R.F. et al., Influence of the isotype of the light chain on the properties of IgG, the Journal of Immunology, 168, 224-231, 2002.</othercit>","NPL","Study NPL"
"<othercit>Mould, Diane R et al., The pharmacokinetics and pharmacodynamics of monoclonal antibodies-mechanistic modeling applied to drug development, Current Opinion in Drug Discovery &amp; Development, 10(1), 84-96, 2007.</othercit>","NPL","Study NPL"
"<othercit>Mould, D. R. et al., Basic Concepts in Population Modeling, Simulation, and Model-Based Drug Development, CPT: Pharmacometrics &amp; Systems Pharmacology, 1:e6, 1-14, 2012.</othercit>","NPL","Study NPL"
"<othercit>Mould, DR et al., Basic Concepts in Population Modeling, Simulation, and Model-Based Drug Development-Part 2: Introduction to Pharmacokinetic Modeling Methods, CPT: Pharmacometrics &amp; Systems Pharmacology, 2(e38), 1-14, 2013.</othercit>","NPL","Study NPL"
"<othercit>Nakanishi et al., Overexpression of B7-H1 (PD-L1) significantly associates with tumor grade and postoperative prognosis in human urothelial cancers, Cancer Immunol. Immunother., 2007, 1173-1182, 56.</othercit>","NPL","Study NPL"
"<othercit>Newsome, Barrett W. et al., The clinical pharmacology of therapeutic monoclonal antibodies in the treatment of malignancy; have the magic bullets arrived?, Br J Clin Pharmacol, 66:1, 6-19, 2008.</othercit>","NPL","Study NPL"
"<othercit>Nghiem, Paul T., et al., PD-1 blockade with pembrolizumab in advanced Merkel-cell carcinoma, N Engl J Med, 374;26, 2542-2552, 2016.</othercit>","NPL","Study NPL"
"<othercit>Nomi et al., Clinical Significance and Therapeutic Potential of the Programmed Death-1 Ligand/Programmed Death-1 Pathway in Human Pancreatic Cancer, Clinical Cancer Research, 2007, pp. 2151-2157, vol. 13.</othercit>","NPL","Study NPL"
"<othercit>Ohigashi et al., Clinical Significance of Programmed Death-1 Ligand-1 and Programmed Death-1 Ligand-2 Expression in Human Esophageal Cancer, Clin. Cancer Research, 2005, 2947-2953, 11.</othercit>","NPL","Study NPL"
"<othercit>Ott, Patrick A. et al., Safety and Antitumor Activity of Pembrolizumab in Advanced Programmed Death Ligand 1-Positive Endometrial Cancer: Results From the Keynote-028 Study, J Clin Oncol, 2017, 2535-2541, 35(22).</othercit>","NPL","Study NPL"
"<othercit>Peletier, Lambertus A. et al., Dynamics of target-mediated drug disposition: characteristic profiles and parameter identification, J Pharmacokinet Pharmacodyn, 39, 429-451, 2012.</othercit>","NPL","Study NPL"
"<othercit>Pembrolizumab (Rx). Medscape. Sep. 18, 2017. found on Aug. 30, 2022, URL: https://web.archive.org/web/20170918010806/http://reference.medscape.com/drug/keytruda-pembrolizumab-999962 (5 pages).</othercit>","NPL","Study NPL"
"<othercit>Putnam, Wendy S. et al., Pharmacokinetic, pharmacodynamic and immunogenicity comparability assessment strategies for monoclonal antibodies, Trends in Biotechnology, 28(10), 509-516, 2010.</othercit>","NPL","Study NPL"
"<othercit>Ribas, Antoni et al., Association of Pembrolizumab With Tumor Response and Survival Among Patients With Advanced Melanoma, JAMA, 315(15), 1600-1609, 2016.</othercit>","NPL","Study NPL"
"<othercit>Ribas, Antoni et al., Pembrolizumab versus investigator-choice chemotherapy for ipilimumab-refractory melanoma (Keynote-002): a randomised, controlled, phase 2 trial, Lancet Oncol, 16, 908-918, 2015.</othercit>","NPL","Study NPL"
"<othercit>Rippe, B. et al., Fluid and protein fluxes across small and large pores in the microvasculature. Application of two-pore equations, Acta Physiol Scand, 131, 411-428, 1987.</othercit>","NPL","Study NPL"
"<othercit>Robert et al., Anti-programmed-death-receptor-1 treatment with pembrolizumab in ipilimumab-refractory advanced melanoma: a randomised dose-comparison cohort of a phase 1 trial, the Lancet, 2014, pp. 1109-1117, vol. 384.</othercit>","NPL","Study NPL"
"<othercit>Robert et al., Nivolumab in Previously Untreated Melanoma without BRAF Mutation, the New England Journal of Medicine, 2015, pp. 320-330, vol. 372, No. 4.</othercit>","NPL","Study NPL"
"<othercit>Robert et al., Pembrolizumab versus Ipilimumab in Advanced Melanoma, the New England Journal of Medicine, Jun. 25, 2015, pp. 2521-2532, 372.</othercit>","NPL","Study NPL"
"<othercit>Ryman, Josiah T., et al., Pharmacokinetics of Monoclonal Antibodies, CPT Pharmacometrics Syst. Pharmacol., vol. 6, pp. 576-588, 2017.</othercit>","NPL","Study NPL"
"<othercit>Sachs, Jeffrey R. et al., Optimal Dosing for Targeted Therapies in Oncology: Drug Development Cases Leading by Example, Clin Cancer Res, 22(6), 1318-1324, 2016.</othercit>","NPL","Study NPL"
"<othercit>Sharpe et al., The function of programmed cell death 1 and its ligands in regulating autoimmunity and infection, Nature Immunology, 2007, 239-245, 8.</othercit>","NPL","Study NPL"
"<othercit>Shimauchi et al., Augmented expression of programmed death-1 in both neoplastic and non-neoplastic CD4+ T-cells in adult T-cell leukemia/lymphoma, Int. J. Cancer, 2007, 2585-2590, 121.</othercit>","NPL","Study NPL"
"<othercit>Slamon et al., Use of chemotherapy plus a monoclonal antibody against HER2 for metastatic breast cancer that overexpresses HER2, New England J. Med., 2001, pp. 783-792, 344.</othercit>","NPL","Study NPL"
"<othercit>Taube, et al., Colocalization of inflammatory response with B7-H1 expression in humna melanocytic lesions supports an adaptive resistance mechanism of ummune escape, Sci Transl Med, 2012, pp. 127ra37, vol. 4.</othercit>","NPL","Study NPL"
"<othercit>Thompson et al., Costimulatory B7-H1 in renal cell carcinoma patients: Indicator of tumor aggressiveness and potential therapeutic target, Proc. Nat'l Acad. Sci. USA, 2004, 17174-17179, 101(49).</othercit>","NPL","Study NPL"
"<othercit>Thompson et al., PD-1 Is Expressed by Tumor-Infiltrating Immune Cells and Is Associated with Poor Outcome for Patients with Renal Cell Carcinoma, Clinical Cancer Research, 2007, pp. 1757-1761, vol. 15.</othercit>","NPL","Study NPL"
"<othercit>Thompson et al., Significance of B7-H1 Overexpression in Kidney Cancer, Cancer, 2006, 206-211, 5.</othercit>","NPL","Study NPL"
"<othercit>Thompson et al., Tumor B7-H1 Is Associated with Poor Prognosis in Renal Cell Carcinoma Patients with Long-Term Follow-up, Cancer Res., 2006, pp. 3381-3385, vol. 66.</othercit>","NPL","Study NPL"
"<othercit>Topalian et al., Safety, Activity, and Immune Correlates of Anti-PD-1 Antibody in Cancer, New Eng. J. Med., 2012, 2443-2454, 366(26).</othercit>","NPL","Study NPL"
"<othercit>Topalian et al., Survival, Durable Tumor Remission, and Long-Term Safety in Patients With Advanced Melanoma Receiving Nivolumab, Clinical Journal of Oncology, 2014, pp. 1020-1030, vol. 32, No. 10.</othercit>","NPL","Study NPL"
"<othercit>Tosi, Diego, et al., Clinical Development Strategies and Outcomes in First-in-Human Trials of Monoclonal Antibodies, American Society of Clinical Oncology, vol. 33, pp. 2158-2165, 2015.</othercit>","NPL","Study NPL"
"<othercit>Truong, Phu et al., Metastatic Hepatocellular Carcinoma Responsive to Pembrolizumab, Cureus, 8(6): e631, 1-3, 2016.</othercit>","NPL","Study NPL"
"<othercit>Upton, RN et al., Basic Concepts in Population Modeling, Simulation, and Model-Based Drug Development: Part 3-Introduction to Pharmacodynamic Modeling Methods, CPT Pharmacometrics Syst. Pharmacol., 3(e88), 1-16, 2014.</othercit>","NPL","Study NPL"
"<othercit>US Dept of Health &amp; Human Services Food &amp; Drug Admin, Guidance for Industry-Exposure-Response Relationships-Study Design, Data Analysis, and Regulatory, US Dept of Health &amp; Human Services Food &amp; Drug Admin, N/A, 1-28, 2003.</othercit>","NPL","Study NPL"
"<othercit>Vugmeyster, Yulia et al., Biodistribution of [125I]-Labeled Therapeutic Proteins: Application in Protein Drug Development Beyond Oncology, J Pharm Sci, 99(2), 1028-1045, 2010.</othercit>","NPL","Study NPL"
"<othercit>Walker, Scott et al., Dosing and Timing of Immuno-Oncology Drugs, CADTH Technology Review: Optimal Use 360 Report, 2019, 1-50, 25.</othercit>","NPL","Study NPL"
"<othercit>Wang, Diane D. et al., Fixed Dosing Versus Body Size-Based Dosing of Monoclonal Antibodies in Adult Clinical Trials, Journal of Clinical Pharmacology, 49, 1012-1024, 2009.</othercit>","NPL","Study NPL"
"<othercit>Wang, W. et al., Monoclonal Antibody Pharmacokinetics and Pharmacodynamics, Nature, 84(5), 548-558, 2008.</othercit>","NPL","Study NPL"
"<othercit>Weber, Wolfgang A., Assessing Tumor Response to Therapy, Journal of Nuclear Medicine, 2009, 1S-10S, 50.</othercit>","NPL","Study NPL"
"<othercit>WHO Drug Information, vol. 27, No. 2, pp. 161-162 (2013).</othercit>","NPL","Study NPL"
"<othercit>Wolchok et al., Nivolumab plus Ipilimumab in Advanced Melanoma, the New England Journal of Medicine, 2013, pp. 122-133, vol. 369(2).</othercit>","NPL","Study NPL"
"<othercit>Wong, et al, Dose-limiting toxicity and maximum tolerated dose: still fit for purpose?, thelancet. com, vol. 16, pp. 1287-1288, Oct. 2015.</othercit>","NPL","Study NPL"
"<othercit>Yang et al., PD-L1: PD-1 Interaction Contributes to the Functional Suppression of T-Cell Responses to Human Uveal Melanoma Cells In Vitro, Invest Ophthalmol Vis Sci, 2008, 2518-2525, 49(6).</othercit>","NPL","Study NPL"
"<othercit>Zhao et al., A Model-Based Exposure-Response (E-R) Assessment of a Nivolumab (NIVO) 4-Weekly (Q4W), AACR, 2017.</othercit>","NPL","Study NPL"
"<othercit>Zhao, X. et al., Abstract CT101: A model-based exposure-response (E-R) assessment of a nivolumab (NIVO) 4-weekly (Q4W) dosing schedule across multiple tumor types, AACR, 2017, 1-4, N/A.</othercit>","NPL","Study NPL"
"<othercit>Zhu, Hui et al., Tumor Pretargeting for Radioimmunodetection and Radioimmunotherapy, J Nucl Med, 39, 65-76, 1998.</othercit>","NPL","Study NPL"
"<othercit>Zinzani, Pier Luigi et al., Safety and tolerability of pembrolizumab in patients with relapsed/refractory primary mediastinal large B-cell lymphoma, Blood, 130(3), 267-270, 2017.</othercit>","NPL","Study NPL"
"Ott, Patrick A. et al., Safety and Antitumor Activity of Pembrolizumab in Advanced Programmed Death Ligand 1-Positive Endometrial Cancer: Results From the Keynote-028 Study, J Clin Oncol, 2017, 2535-2541, 35(22).","NPL","Study NPL"
"Peletier, Lambertus A. et al., Dynamics of target-mediated drug disposition: characteristic profiles and parameter identification, J Pharmacokinet Pharmacodyn, 39, 429-451, 2012.","NPL","Study NPL"
"Pembrolizumab (Rx). Medscape. Sep. 18, 2017. found on Aug. 30, 2022, URL: https://web.archive.org/web/20170918010806/http://reference.medscape.com/drug/keytruda-pembrolizumab-999962 (5 pages).","NPL","Study NPL"
"Putnam, Wendy S. et al., Pharmacokinetic, pharmacodynamic and immunogenicity comparability assessment strategies for monoclonal antibodies, Trends in Biotechnology, 28(10), 509-516, 2010.","NPL","Study NPL"
"Ribas, Antoni et al., Association of Pembrolizumab With Tumor Response and Survival Among Patients With Advanced Melanoma, JAMA, 315(15), 1600-1609, 2016.","NPL","Study NPL"
"Ribas, Antoni et al., Pembrolizumab versus investigator-choice chemotherapy for ipilimumab-refractory melanoma (Keynote-002): a randomised, controlled, phase 2 trial, Lancet Oncol, 16, 908-918, 2015.","NPL","Study NPL"
"Rippe, B. et al., Fluid and protein fluxes across small and large pores in the microvasculature. Application of two-pore equations, Acta Physiol Scand, 131, 411-428, 1987.","NPL","Study NPL"
"Robert et al., Anti-programmed-death-receptor-1 treatment with pembrolizumab in ipilimumab-refractory advanced melanoma: a randomised dose-comparison cohort of a phase 1 trial, the Lancet, 2014, pp. 1109-1117, vol. 384.","NPL","Study NPL"
"Robert et al., Nivolumab in Previously Untreated Melanoma without BRAF Mutation, the New England Journal of Medicine, 2015, pp. 320-330, vol. 372, No. 4.","NPL","Study NPL"
"Robert et al., Pembrolizumab versus Ipilimumab in Advanced Melanoma, the New England Journal of Medicine, Jun. 25, 2015, pp. 2521-2532, 372.","NPL","Study NPL"
"Ryman, Josiah T., et al., Pharmacokinetics of Monoclonal Antibodies, CPT Pharmacometrics Syst. Pharmacol., vol. 6, pp. 576-588, 2017.","NPL","Study NPL"
"Sachs, Jeffrey R. et al., Optimal Dosing for Targeted Therapies in Oncology: Drug Development Cases Leading by Example, Clin Cancer Res, 22(6), 1318-1324, 2016.","NPL","Study NPL"
"Sharpe et al., The function of programmed cell death 1 and its ligands in regulating autoimmunity and infection, Nature Immunology, 2007, 239-245, 8.","NPL","Study NPL"
"Shimauchi et al., Augmented expression of programmed death-1 in both neoplastic and non-neoplastic CD4+ T-cells in adult T-cell leukemia/lymphoma, Int. J. Cancer, 2007, 2585-2590, 121.","NPL","Study NPL"
"Slamon et al., Use of chemotherapy plus a monoclonal antibody against HER2 for metastatic breast cancer that overexpresses HER2, New England J. Med., 2001, pp. 783-792, 344.","NPL","Study NPL"
"Taube, et al., Colocalization of inflammatory response with B7-H1 expression in humna melanocytic lesions supports an adaptive resistance mechanism of ummune escape, Sci Transl Med, 2012, pp. 127ra37, vol. 4.","NPL","Study NPL"
"Thompson et al., Costimulatory B7-H1 in renal cell carcinoma patients: Indicator of tumor aggressiveness and potential therapeutic target, Proc. Nat'l Acad. Sci. USA, 2004, 17174-17179, 101(49).","NPL","Study NPL"
"Thompson et al., PD-1 Is Expressed by Tumor-Infiltrating Immune Cells and Is Associated with Poor Outcome for Patients with Renal Cell Carcinoma, Clinical Cancer Research, 2007, pp. 1757-1761, vol. 15.","NPL","Study NPL"
"Thompson et al., Significance of B7-H1 Overexpression in Kidney Cancer, Cancer, 2006, 206-211, 5.","NPL","Study NPL"
"Thompson et al., Tumor B7-H1 Is Associated with Poor Prognosis in Renal Cell Carcinoma Patients with Long-Term Follow-up, Cancer Res., 2006, pp. 3381-3385, vol. 66.","NPL","Study NPL"
"Topalian et al., Safety, Activity, and Immune Correlates of Anti-PD-1 Antibody in Cancer, New Eng. J. Med., 2012, 2443-2454, 366(26).","NPL","Study NPL"
"Topalian et al., Survival, Durable Tumor Remission, and Long-Term Safety in Patients With Advanced Melanoma Receiving Nivolumab, Clinical Journal of Oncology, 2014, pp. 1020-1030, vol. 32, No. 10.","NPL","Study NPL"
"Tosi, Diego, et al., Clinical Development Strategies and Outcomes in First-in-Human Trials of Monoclonal Antibodies, American Society of Clinical Oncology, vol. 33, pp. 2158-2165, 2015.","NPL","Study NPL"
"Truong, Phu et al., Metastatic Hepatocellular Carcinoma Responsive to Pembrolizumab, Cureus, 8(6): e631, 1-3, 2016.","NPL","Study NPL"
"Upton, RN et al., Basic Concepts in Population Modeling, Simulation, and Model-Based Drug Development: Part 3-Introduction to Pharmacodynamic Modeling Methods, CPT Pharmacometrics Syst. Pharmacol., 3(e88), 1-16, 2014.","NPL","Study NPL"
"US Dept of Health & Human Services Food & Drug Admin, Guidance for Industry-Exposure-Response Relationships-Study Design, Data Analysis, and Regulatory, US Dept of Health & Human Services Food & Drug Admin, N/A, 1-28, 2003.","NPL","Study NPL"
"Vugmeyster, Yulia et al., Biodistribution of [125I]-Labeled Therapeutic Proteins: Application in Protein Drug Development Beyond Oncology, J Pharm Sci, 99(2), 1028-1045, 2010.","NPL","Study NPL"
"Walker, Scott et al., Dosing and Timing of Immuno-Oncology Drugs, CADTH Technology Review: Optimal Use 360 Report, 2019, 1-50, 25.","NPL","Study NPL"
"Wang, Diane D. et al., Fixed Dosing Versus Body Size-Based Dosing of Monoclonal Antibodies in Adult Clinical Trials, Journal of Clinical Pharmacology, 49, 1012-1024, 2009.","NPL","Study NPL"
"Wang, W. et al., Monoclonal Antibody Pharmacokinetics and Pharmacodynamics, Nature, 84(5), 548-558, 2008.","NPL","Study NPL"
"Weber, Wolfgang A., Assessing Tumor Response to Therapy, Journal of Nuclear Medicine, 2009, 1S-10S, 50.","NPL","Study NPL"
"WHO Drug Information, vol. 27, No. 2, pp. 161-162 (2013).","NPL","Study NPL"
"Wolchok et al., Nivolumab plus Ipilimumab in Advanced Melanoma, the New England Journal of Medicine, 2013, pp. 122-133, vol. 369(2).","NPL","Study NPL"
"Wong, et al, Dose-limiting toxicity and maximum tolerated dose: still fit for purpose?, thelancet. com, vol. 16, pp. 1287-1288, Oct. 2015.","NPL","Study NPL"
"Yang et al., PD-L1: PD-1 Interaction Contributes to the Functional Suppression of T-Cell Responses to Human Uveal Melanoma Cells In Vitro, Invest Ophthalmol Vis Sci, 2008, 2518-2525, 49(6).","NPL","Study NPL"
"Zhao et al., A Model-Based Exposure-Response (E-R) Assessment of a Nivolumab (NIVO) 4-Weekly (Q4W), AACR, 2017.","NPL","Study NPL"
"Zhao, X. et al., Abstract CT101: A model-based exposure-response (E-R) assessment of a nivolumab (NIVO) 4-weekly (Q4W) dosing schedule across multiple tumor types, AACR, 2017, 1-4, N/A.","NPL","Study NPL"
"Zhu, Hui et al., Tumor Pretargeting for Radioimmunodetection and Radioimmunotherapy, J Nucl Med, 39, 65-76, 1998.","NPL","Study NPL"
"Zinzani, Pier Luigi et al., Safety and tolerability of pembrolizumab in patients with relapsed/refractory primary mediastinal large B-cell lymphoma, Blood, 130(3), 267-270, 2017.","NPL","Study NPL"
