Citation/Document Number,Type,Relation
"Communication from the Examining Division for EP Application No. 05783232.1, dated Feb. 7, 2008.","NPL","Study NPL"
"Communication from the Examining Division for EP Application No. 06023078.6, dated Aug. 2, 2007.","NPL","Study NPL"
"Communication from the Examining Division for EP Application No. 06023078.6, dated Sep. 26, 2007.","NPL","Study NPL"
"Communication pursuant to Article 94(3) EPC dated May 10, 2021 in European Patent Application No. 16 8337 135.9.","NPL","Study NPL"
"Communication pursuant to Article 94(3) EPC dated May 14, 2021 is European Patent Application No. 16 755 489.8.","NPL","Study NPL"
"Communication regarding the expiry of opposition period for EP Application No. 01976786.2, dated Jan. 4, 2008.","NPL","Study NPL"
"Communication regarding the expiry of opposition period for EP Application No. 04025700.8, dated May 7, 2009.","NPL","Study NPL"
"Communication regarding the expiry of opposition period for EP Application No. 05783232.1, dated Feb. 19, 2010.","NPL","Study NPL"
"Communication regarding the expiry of opposition period for EP Application No. 06023078.6, dated Nov. 4, 2009.","NPL","Study NPL"
"Communication re Intention to Grant Patent in EP Application No. 07793075.8, dated Nov. 9, 2012, 97 pages.","NPL","Study NPL"
"Communication re Intention to Grant Patent in EP Application No. 07805959.9, dated Jun. 21, 2011, 70 pages.","NPL","Study NPL"
"Continuation Patent Application, Preliminary Amendment and Information Disclosure Statement for U.S. Appl. No. 13/923,858, filed Jun. 21, 2013, 97 pages","NPL","Study NPL"
"Corbin et al., Sensitivity of oncogenic KIT mutants to the kinase inhibitors MLN518 and PD180970, Blood., 104, 3754-3757, 2004.","NPL","Study NPL"
"Corrected Notice of Allowability in U.S. Appl. No. 15/503,108, dated Feb. 7, 2019, 4 pages.","NPL","Study NPL"
"Correction Request in CO Application No. 12-022608, dated Dec. 24, 2014, 3 pages (with English translation).","NPL","Study NPL"
"Corvi et al., RET IPCM-1: a novel fusion gene in papillary thyroid carcinoma, Oncogene, 19:4236-4242 (2000).","NPL","Study NPL"
"Coupling Reagents, Advanced Automated Peptide Protein Technologies, Published Aug. 3, 2007, 4 pages.","NPL","Study NPL"
"Croom et al., Imatinib mesylate, Drugs, 63(5):513-522 (2003).","NPL","Study NPL"
"Current Protocols in Molecular Biology, John Wiley & Sons, section 11.4-11.13 (1987), 62, pages.","NPL","Study NPL"
"Dankort et al., Braf V660E cooperates with Pten loss to induce metastic melanoma, Nature Genetics, 2009, 41(5):544-552.","NPL","Study NPL"
"Da Silva et al., A novel germ-line point mutation in RET exon 8 (Gly(533)Cys) in a large kindred with familial medullary thyroid carcinoma, J. Clin. Endocrinol. Metab., 88:5438-5443 (2003).","NPL","Study NPL"
"DATABASE CAPLUS 1 January 1900 (1900-01-01), TAKANO TOSHUKI ET AL: Thermal recording materials with improved background stability, XP002443195, Database accession no. 1996-318721","NPL","Study NPL"
"DATABASE CAPLUS 23 March 2006 (2006-03-23), FURITSU HISAO, SUZUKI YASUYUKI: STABLE MEDICINAL COMPOSITIONS OF QUINOLINECARBOXAMIDE DERIVATIVE, XP002520305","NPL","Study NPL"
"David et al., A Phase I Trial of the Epidermal Growth Factor Receptor (EGFR)-Directed Bispecific Antibody (BsAB) MDX-447 in Patients with Solid Tumors (Meeting abstract), ASCO 18: 433, Abstract 1999.","NPL","Study NPL"
"Davies et al., Mutations of the BRAF gene in human cancer, Nature, Jun. 27, 2002, 417:949-954.","NPL","Study NPL"
"Decision of Grant in RU Application No. 2008110932, dated Feb. 6, 2009, 29 pages (with English translation).","NPL","Study NPL"
"Decision of Reexamination dispatched May 27, 2019, in Chinese Patent Application No. 201510031628.2.","NPL","Study NPL"
"Decision of Rejection dated Oct. 30, 2012 issued for corresponding Chinese Application No. 200680036592.6 with full English language translation.","NPL","Study NPL"
"Decision on Request to Participate in the Patent Prosecution Highway Program and Petition to Make Special Under 37 C.F.R. 1.102(a) dated Jun. 4, 2021 in U.S. Appl. No. 17/228,025.","NPL","Study NPL"
"Decision to grant a European patent for EP Application No. 01976786.2, dated Feb. 1, 2007.","NPL","Study NPL"
"Decision to grant a European patent for EP Application No. 04025700.8, dated Jun. 5, 2008.","NPL","Study NPL"
"Decision to grant a European patent for EP Application No. 05783232.1, dated Mar. 19, 2009.","NPL","Study NPL"
"Decision to grant a European patent for EP Application No. 06023078.6, dated Dec. 4, 2008.","NPL","Study NPL"
"Decision to Grant a Patent dispatched Jul. 2, 2019, in Japanese Patent Application No. 2017-535558.","NPL","Study NPL"
"Decision to Grant a Patent dispatched Aug. 27, 2019, in Japanese Patent Application No. 2018-567437.","NPL","Study NPL"
"Decision to Grant a Patent dispatched Feb. 4, 2020, in Japanese Patent Application No. 2016-545564.","NPL","Study NPL"
"Decision to Grant a Patent dispatched Oct. 6, 2020, in Japanese Patent Application No. 2017-546133.","NPL","Study NPL"
"Decision to Grant a Patent dispatched Aug. 4, 2020, in Japanese Patent Application No. 2017-560343.","NPL","Study NPL"
"Decision to Grant a Patent dispatched Nov. 4, 2020, in Japanese Patent Application No. 2017-502388.","NPL","Study NPL"
"Decision to Grant dated May 12, 2021 in Russian Patent Application No. 2019120680 (7 pages) with an English translation (6 pages).","NPL","Study NPL"
"Decision to Grant dated May 22, 2020, in Russian Patent Application No. 2018103737.","NPL","Study NPL"
"Decision to Grant dispatched Feb. 3, 2020, in Russian Patent Application No. 2018104697.","NPL","Study NPL"
"Decision to Grant dispatched Jan. 25, 2021, in Russian Patent Application No. 2017139090.","NPL","Study NPL"
"Decision to Grant Patent in EP Application No. 05719973.9, dated Jun. 1, 2012, 1 page.","NPL","Study NPL"
"Decision to Grant Patent in EP Application No. 07805959.9, dated Nov. 4, 2011, 2 pages.","NPL","Study NPL"
"Decision to Grant Patent in JP Application No. 2007-532099, dated Jan. 8, 2008, 5 pages (with English translation).","NPL","Study NPL"
"Decision to Grant Patent in JP Application No. 2008-530917, dated Jan. 15, 2013, 6 pages (with English translation).","NPL","Study NPL"
"Decision to Grant Patent in JP Application No. 2008-532065, dated Nov. 13, 2012, 6 pages (with English translation).","NPL","Study NPL"
"Decision to Grant Patent in JP Application No. P2009-510543, dated Feb. 2, 2010, 6 pages (with English translation).","NPL","Study NPL"
"Deficiencies in sequence listing for EP Application No. 06023078.6, dated Dec. 5, 2006.","NPL","Study NPL"
"De Lange et al., Phase II trial of cisplatin and gemcitabine in patients with advanced gastric cancer, Annals of Oncology, 15:484-488 (2004).","NPL","Study NPL"
"Delay-Approval dated Feb. 10, 2019 in Israel Appl. No. 253946.","NPL","Study NPL"
"Demand for Appeal Trial filed in JP Application No. 2008-532141, filed Jul. 5, 2013, 10 pages (with English translation).","NPL","Study NPL"
"Deplanque et al., Anti-Angiogenic Agents: Clinical Trial Design and Therapies in Development, European Journal of Cancer, 36:1713-1724 (2000).","NPL","Study NPL"
"Dermer, Another Anniversary for the War on Cancer, Bio/Technology, 12:320 (1994).","NPL","Study NPL"
"Dermer, G., Another Anniversary for the War on Cancer, Bio/Technology, 1994, 12: 320.","NPL","Study NPL"
"Dezso et al., Systems biology analysis to identify biomarkers for lenvatinib in the preclinical cancer cell line panels. Abstract of the presentation #6 (abstract 1371), AACR Annual Meeting, 2015, 2 pages.","NPL","Study NPL"
"Dias et al., IL-12 Regulates VEGF and MMPs in a Murine Breast Cancer Model, International J. Cancer, 78, 361-5, 1998.","NPL","Study NPL"
"Dierks, C., et al., Combination of Lenvatinib and Pembrolizumab Is an Effective Treatment Option for Anaplastic and Poorly Differentiated Thyroid Carcinoma, Thyroid, 2021. doi:10.1089/thy.2020.0322.","NPL","Study NPL"
"Dietrich, BRAF Inhibition in Refractory Hairy-Cell Leukemia, N. Eng. J. Med., 366(21):2038-2040, May 24, 2012.","NPL","Study NPL"
"DiLorenzo et al., Targeted Therapy in the Treatment of Metastatic Renal Cell Cancer, Oncology, 77(suppl 1):122-131 (2009).","NPL","Study NPL"
"Di Raimondo et al., Antiogenic Factors in multiple myeloma: higher levels in bone than in peripheral blood, Haematologica, 85:800-805 (2000).","NPL","Study NPL"
"Dong et al., Tumor-associated B7-H1 promotes T-cell apoptosis: A potential mechanism of immune evasion, Nat Med. Aug. 2002; 8(8): 793-800.","NPL","Study NPL"
"Dourisboure et al, Penetrance and Clinical Manifestations of Non-Hotspot Germ line RET Mutation, C630R, in a Family with Medullary Thyroid Carcinoma, Thyroid, 15, 668-671, 2005.","NPL","Study NPL"
"Dupont et al., Phase 1 study of VEGF Trap in patients with solid tumors and lymphoma, Proc. Am. Soc. Clin. Oncology, (Abstract 776), 2003, 2 pages.","NPL","Study NPL"
"Dvorakova et al., Exon 5 of the RET proto-oncogene: a newly detected risk exon for familial medullary thyroid carcinoma, a novel germ-line mutation Gly321Arg, Journal of Endocrinological Investigation, 28, 905-909, 2005.","NPL","Study NPL"
"Egyptian Submission Documents in Application No. PCT 283/2012, dated Jan. 18, 2015, 26 pages, with English translation.","NPL","Study NPL"
"Eisai Co., Ltd. (Jun. 1, 2015). The combination of lenvatinib with everolimus demonstrates extension in PFS in renal cell carcinoma [Press release]. Retrieved from https://tass.ru/press-relizy/2010118.","NPL","Study NPL"
"Eisai Co., Ltd., Phase II Study Results Showed Eisai's Lenvatinib (E7080) Demonstrated an Objective Response Rate of 59% in Advance Radioiodine-Refractory Differentiated Thyroid Cancer, News Release: 2011 PR Department, Eisai Co., Ltd.,No. 11-44, https://www.eisai.co.jp/news/news201144.html, Jun. 2, 2011, p. 11-p. 44.","NPL","Study NPL"
"Eisai Public Relations Department: Eisai and Merck Enter Collaboration to Explore Novel Combination Regimens of Anti-PD-1 Therapy with Multi-targeting RTK Inhibitor and Microtubule Dynamics in Multiple Types of Cancer, Mar. 4, 2015 URL: http//www.eisai.com/news/news201518.html.","NPL","Study NPL"
"El-Abseri et al., Chemoprevention of UV Light-Induced Skin Tumorigenesis by Inhibition of the Epidermal Growth Factor Receptor, Cancer Research, 64, 3958-3965, 2004.","NPL","Study NPL"
"Election of Species issued Apr. 30, 2020, in U.S. Appl. No. 16/092,245.","NPL","Study NPL"
"Electronic Medicines Compendium (eMC) , LENVIMA 4mg hard capsules, Jun. 8, 2015.","NPL","Study NPL"
"Elisei et al., Identification of a novel point mutation in the RET gene (Ala883Thr), which is associated with medullary thyroid carcinoma phenotype only in homozygous condition, J. Clin. Endocrinol. Metab., 89:5823-5827 (2004).","NPL","Study NPL"
"Elisei et al., Subgroup Analyses of a Phase 3 Multicenter, Double-Blind, Placebo-Controlled Trial of Lenvatinib (E7080) in Patients with 131I-Refractory Differentiated Thyroid Cancer, Poster, No. 1033P, presented at European Society for Medical Oncology 2014 Congress, Sep. 26-30, 2014, 1 page.","NPL","Study NPL"
"EMAMI K H , ET AL: A small molecule inhibitor of beta-catenin/cyclic AMP response element-binding protein transcription, PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES, NATIONAL ACADEMY OF SCIENCES, vol. 101, no. 34, 24 August 2004 (2004-08-24), pages 12682 - 12687, XP002317529, ISSN: 0027-8424, DOI: 10.1073/pnas.0404875101","NPL","Study NPL"
"Emanuel et al., A Vascular Endothelial Growth Factor Receptor-2 Kinase Inhibitor Potentiates the Activity of the Conventional Chemotherapeutic Agents Paclitaxel and Doxorubicin in Tumor Xenograft Models, Molecular Pharmacology, 66, 635-647, 2004.","NPL","Study NPL"
"Emma Thornton, Part 2 Nivolumab, a Novel Anti PD 1 Monoclonal Antibody for the Treatment of Solid and Hematologic Malignancies Personalized medicine in oncology, Published online Jun. 2014 by Personalised Medicine in Oncology. Retrieved from the internet: http://www.personalizedmedonc.com/publications.ito/june-2014-part-2/nivo l umab-a-novel-anti-pd-1-monoclonal-antibody-for-the-treatment-of-so lid-and-hematologic-malignancies/ (13 pages).","NPL","Study NPL"
"Emoto et al., Localization of the VEGF and angiopoietin genes in uterine carcinosarcome, Gynecologic Oncology, (2004) 95:474-482.","NPL","Study NPL"
"EP07806561.2 Office Action dated Dec. 9, 2011.","NPL","Study NPL"
"EP07806561.2 Office Action dated Feb. 7, 2011, 1 page.","NPL","Study NPL"
"EP07806561.2 Office Actions dated Jan. 19.","NPL","Study NPL"
"EP07806561.2 Response to Office Action filed on Aug. 9, 2011.","NPL","Study NPL"
"EP Communication under Rule 71(3) EPC for Application No. 06832529.9 dated Nov. 25, 2011.","NPL","Study NPL"
"EP Patent Application No. 19733190.3, Office Action dated Jul. 5, 2022.","NPL","Study NPL"
"Erber et al., Combined inhibition of VEGF and PDGF signaling enforces tumor vessel regression by interfering with pericyte-mediated endothelial cell survival mechanisms, FASEB J., 18(2):338-340 (2004).","NPL","Study NPL"
"Erdem et al, Correlation of E-cadherin, VEGF, COX-2 expression to prognostic parameters in papillary thyroid carcinoma, Experimental Mole Pathol., 90:312-317, Feb. 16, 2011.","NPL","Study NPL"
"ERNST MUTSCHLER: Arzneimittelwirkungen Lehrbuch der Pharmakologie und Toxikologie, ARZNEIMITTELWIRKUNGEN LEHRBUCH DER PHARMAKOLOGIE UND TOXIKOLOGIE, WISSENSCHAFTLICHE VERLAGSGESELLSCHAFT, STUTTGART, 1 January 1999 (1999-01-01), Stuttgart                                                                                                                                                                                               , pages 1 - 5, XP007919509, ISBN: 978-3-8047-1377-2","NPL","Study NPL"
"European Notice of Allowance in Application No. 07743994.1, dated May 8, 2015, 51 pages.","NPL","Study NPL"
"European Notice of Allowance in Application No. 10809938.3, dated Jan. 8, 2016, 2 pages.","NPL","Study NPL"
"European Notice of Allowance in Application No. 10809938.3, dated Sep. 3, 2015, 30 pages.","NPL","Study NPL"
"European Notice of Allowance in Application No. 11798224.9, dated Sep. 29, 2015, 37 pages.","NPL","Study NPL"
"European Notice of Allowance in Application No. 12774278.1, dated Jun. 29, 2015, 34 pages.","NPL","Study NPL"
"European Office Action in Application No. 04719054.1, dated Oct. 30, 2009.","NPL","Study NPL"
"European Office Action in Application No. 04807580.8, dated Apr. 18, 2011.","NPL","Study NPL"
"European Office Action in Application No. 04807580.8, dated Dec. 3, 2010.","NPL","Study NPL"
"European Office Action in Application No. 04807580.8, dated Oct. 25, 2011.","NPL","Study NPL"
"European Office Action in Application No. 04818213.3, dated Feb. 2, 2012.","NPL","Study NPL"
"European Office Action in Application No. 06832529.9, dated Oct. 15, 2009.","NPL","Study NPL"
"European Office Action in Application No. 06832529.9, dated Sep. 12, 2011.","NPL","Study NPL"
"European Office Action in Application No. 07743994.1, dated Oct. 10, 2012.","NPL","Study NPL"
"European Office Action in Application No. 12786619.2, dated Dec. 8, 2015, 4 pages.","NPL","Study NPL"
"European Office Action in Application No. 4025700.8, dated Apr. 10, 2006.","NPL","Study NPL"
"European Patent Office, International Search Report for International Application No. PCT/US2015/063796, dated Feb. 29, 2016.","NPL","Study NPL"
"European Patent Office, Written Opinion for International Application No. PCT/US2015/063796, dated Feb. 29, 2016.","NPL","Study NPL"
"European Response to Communication Pursuant to Article 94(3) EPC in Application No. 10809938.3, dated Apr. 13, 2015, 12 pages.","NPL","Study NPL"
"European Response to EESR in Application No. 07743994.1-2123, dated Nov. 23, 2010, 22 pages.","NPL","Study NPL"
"European Response to Office Action in Application No. 06832529.9, dated Apr. 22, 2010.","NPL","Study NPL"
"European Response to Office Action in Application No. 06832529.9, dated Oct. 4, 2011.","NPL","Study NPL"
"European Response to Office Action in Application No. 12786619.2, dated May 12, 2015, 99 pages.","NPL","Study NPL"
"European Search Report in Application No. 03791389.4, dated Jul. 7, 2011.","NPL","Study NPL"
"European Search Report in Application No. 04025700.8, dated Jan. 13, 2005.","NPL","Study NPL"
"European Search Report in Application No. 04719054.1, dated Apr. 17, 2009.","NPL","Study NPL"
"European Search Report in Application No. 04818213.3, dated Jul. 30, 2007.","NPL","Study NPL"
"European Search Report in Application No. 05783232.1, dated Sep. 7, 2007.","NPL","Study NPL"
"European Search Report in Application No. 06023078.6, dated Mar. 16, 2007.","NPL","Study NPL"
"European Search Report in Application No. 06767145.3, dated May 23, 2011.","NPL","Study NPL"
"European Search Report in Application No. 06768437.3, dated Oct. 11, 2010.","NPL","Study NPL"
"European Search Report in Application No. 06782407.8, dated Jul. 23, 2010.","NPL","Study NPL"
"European Search Report in Application No. 06832529.9, dated Jul. 29, 2009.","NPL","Study NPL"
"European Search Report in Application No. 06833681.7, dated Nov. 24, 2010.","NPL","Study NPL"
"European Search Report in Application No. 07743994.1, dated May 4, 2010.","NPL","Study NPL"
"European Search Report in Application No. 07806561.2, dated Jan. 19, 2011.","NPL","Study NPL"
"European Search Report in Application No. 10015141.4, dated Sep. 9, 2011.","NPL","Study NPL"
"European Search Report in Application No. 10809938.3, dated Jan. 2, 2013.","NPL","Study NPL"
"European Search Report in Application No. 12793322.4, dated May 26, 2015, 9 pages.","NPL","Study NPL"
"European Search Report in Application No. 12793322.4, dated Sep. 10, 2015, 13 pages.","NPL","Study NPL"
"European Search Report in Application No. 13865671.5, dated May 23, 2016, 7 pages.","NPL","Study NPL"
"European Search Report in EP 08704376.6 dated Jun. 14, 2012, 12 pages.","NPL","Study NPL"
"European Submission Document in Application No. 09705712.9, dated Feb. 24, 2015, 196 pages.","NPL","Study NPL"
"Examination Decision No. 180651 dated Jun. 10, 2019, in Chinese Patent Application No. 201380034056.2.","NPL","Study NPL"
"Examination Delay Approval dated Dec. 13, 2020, in Israeli Patent Application No. 253946.","NPL","Study NPL"
"Examination Report dated Feb. 2, 2021, in Australian Patent Application No. 2016308390.","NPL","Study NPL"
"Examination Report dated Feb. 3, 2021, in Australian Patent Application No. 2016309356.","NPL","Study NPL"
"Examination Report dated Jun. 30, 2020, in Australian Patent Application No. 2016224583.","NPL","Study NPL"
"Examination Report dated Mar. 30, 2021, in Australian Patent Application No. 2016224583.","NPL","Study NPL"
"Examination Report dated Sep. 9, 2020, in Indian Patent Application No. 201847037747.","NPL","Study NPL"
"Examination Report dispatched Feb. 20, 2020, in Indian Patent Application No. 201747028834.","NPL","Study NPL"
"Examination Report dispatched Jan. 30, 2020, in Indian Patent Application No. 201847004787.","NPL","Study NPL"
"Examination Report dispatched Jan. 26, 2021, in GCC Patent Application No. GC2015-40053.","NPL","Study NPL"
"Examination Report dispatched Jan. 19, 2021, in Indian Patent Application No. 201947022655.","NPL","Study NPL"
"Examination Report dispatched Jul. 4, 2019, in GCC Patent Application No. GC2015-29939.","NPL","Study NPL"
"Examination Report dispatched Jun. 14, 2019, in Australian Patent Application No. 2014266223.","NPL","Study NPL"
"Examination Report dispatched Mar. 3, 2020, in Indian Patent Application No. 201847003846.","NPL","Study NPL"
"Examination Report dispatched Sep. 13, 2019, in Indian Patent Application No. 6971/CHENP/2015.","NPL","Study NPL"
"Examination Report in Australian Application No. 2001295986, dated May 4, 2006.","NPL","Study NPL"
"Examination Report in Australian Application No. 2001295986, dated Sep. 20, 2005.","NPL","Study NPL"
"Examination Report in Australian Application No. 2005217325, dated Aug. 1, 2007, 2 pages.","NPL","Study NPL"
"Examination Report in Australian Application No. 2005217328, dated Aug. 1, 2007, 2 pages.","NPL","Study NPL"
"Examination Report in Australian Application No. 2006203099, dated Feb. 21, 2008.","NPL","Study NPL"
"Examination Report in Australian Application No. 2006236039, dated Mar. 26, 2008.","NPL","Study NPL"
"Examination Report in Australian Application No. 2007288793, dated Dec. 22, 2011, 2 pages.","NPL","Study NPL"
"Examination Report in Australian Application No. 2007289787, dated Nov. 25, 2011, 2 pages.","NPL","Study NPL"
"Examination Report in Australian Application No. 2008217931, dated Jun. 28, 2012, 3 pages.","NPL","Study NPL"
"Examination Report in Australian Application No. 2008325608, dated Nov. 24, 2012.","NPL","Study NPL"
"Examination Report in Australian Application No. 2009210098, dated Jan. 30, 2013 10 pages.","NPL","Study NPL"
"Examination Report in New Zealand Application No. 525324, dated Feb. 18, 2005.","NPL","Study NPL"
"Examination Report in New Zealand Application No. 525324, dated Oct. 13, 2003.","NPL","Study NPL"
"Examination Report in New Zealand Application No. 525324, dated Sep. 2, 2004.","NPL","Study NPL"
"Examination Report in Pakistan Application No. 155/2005, dated Mar. 11, 2009, 2 pages.","NPL","Study NPL"
"Examiner report No. 1 dated Apr. 2, 2019 in Australian Patent Application No. 2015309862.","NPL","Study NPL"
"Experimental Medicine, Supplementary Volume, A New Handbook of Genetic?Engineering, Section 4, YODOSHA, 2003 (Japanese).","NPL","Study NPL"
"Explanation of Circumstances Concerning Accelerated Examination filed May 10, 2012 for JP Patent Application No. 2011-527665, 21 pages (with English Translation).","NPL","Study NPL"
"Extended European Search Report dated Mar. 18, 2019 in European Patent Application No. 16837135.9.","NPL","Study NPL"
"Extended European Search Report dated Mar. 22, 2019 in European Patent Application No. 16837150.","NPL","Study NPL"
"Extended European Search Report dated Jun. 3, 2019, in European Patent Application No. 19151846.3.","NPL","Study NPL"
"Extended European Search Report dated Nov. 12, 2019, in European Patent Application No. 17782552.8.","NPL","Study NPL"
"Extended European Search Report dated Mar. 10, 2021, in European Patent Application No. 20207489.4.","NPL","Study NPL"
"Extended European Search Report dated Nov. 5, 2020 in European Patent Application No. 18751614.1.","NPL","Study NPL"
"Extended European Search Report dated Jan. 20, 2021, in European Patent Application No. 18801285.0.","NPL","Study NPL"
"Extended European Search Report in Application No. 06796594.7, dated Sep. 7, 2011, 5 pages.","NPL","Study NPL"
"Extended European Search Report in Application No. 06797249.7, dated Dec. 7, 2012.","NPL","Study NPL"
"Extended European Search Report in Application No. 07793075.8, dated Sep. 8, 2010, 6 pages.","NPL","Study NPL"
"Extended European Search Report in Application No. 07805959.9, dated Nov. 16, 2010, 6 pages.","NPL","Study NPL"
"Extended European Search Report in Application No. 08711837.8, dated Mar. 28, 2011, 5 pages.","NPL","Study NPL"
"Extended European Search Report in Application No. 09713617.0, dated Apr. 28, 2011, 5 pages.","NPL","Study NPL"
"Extended European Search Report in Application No. 12195436.6, dated Feb. 21, 2013 8 pages.","NPL","Study NPL"
"Extended European Search Report in Application No. 12786619.2, dated Nov. 25, 2014, 6 pages.","NPL","Study NPL"
"Extended European Search Report in Application No. 16755489.8, dated Jul. 30, 2018, 8 pages.","NPL","Study NPL"
"Ezzat et al., Dual Inhibition of RET and FGFR4 Retains Medullary Thyroid Cancer Cell Growth, Clinical Cancer Research, Feb. 2005, 11:1336-1341.","NPL","Study NPL"
"Fala, L., Lenvima (Lenvatinib), a Multireceptor Tyrosine Kinase Inhibitor, Approved by the FDA for the Treatment of Patients with Differentiated Thyroid Cancer, American Health & Drug Benefits Mar. 2015, vol. 8, No. Spec Feature, Mar. 2015, p. 176-p. 179.","NPL","Study NPL"
"Fargnoli et al., Preclinical studies of BMS-582664, an alanine prodrug of BMS-540215, a potent, dual inhibitor of VEGFR-2 and FGFR-1 kinases, AACR American Association Cancer Research, 96th Annual Meeting, 46 (Abstract 3033), Anaheim, Orange County CA USA Apr. 16-20, 2005, 2 pages.","NPL","Study NPL"
"FDA-AACR Oncology Dose Finding Workshop-Session 3 Transcript [URL:https://www.aacr.org/AdvocacyPolicy/GovernmentAffairs/Documents/6.13.16%20FDA-AACR%20Oncology%20Dose%20Finding%20Workshop%20Session%203%20Transcript.pdf], Jun. 13, 2016, 27 pages.","NPL","Study NPL"
"Ferrara, Vascular Endothelial Growth Factor: Basic Science and Clinical Progress, Endocrine Reviews, 25 (4):581-611, Aug. 2004.","NPL","Study NPL"
"Filing of Voluntary Amendments submitted Dec. 16, 2020, in Brazilian Patent Application No. BR112019014127-8.","NPL","Study NPL"
"Filipino Office Action in Application No. 1-2011-502441, dated May 8, 2015, 2 pages.","NPL","Study NPL"
"Filipino Submission Documents in Application No. 1-2011-502441, dated May 22, 2015, 25 pages.","NPL","Study NPL"
"Final Rejection dated May 11, 2021 in Japanese Patent Application No. 2018-552092 (5 pages) with an English translation (5 pages).","NPL","Study NPL"
"Finn et al., A multicenter, open-label, phase 3 trial to compare the efficacy and safety of lenvatinib (E7080) versus sorafenib in first-line treatment of subjects with unresectable hepatocellular carinoma, Am. Soc. Clin. Oncol. Annual Meeting Abstract, May 31, 2014, 5 pages.","NPL","Study NPL"
"Finn, R., et al., Phase Ib Study of Lenvatinib Plus Pembrolizumab in Patients With Unresectable Hepatocellular Carcinoma, J. Clin. Oncol., 2020, 38(26): 2960-2970.","NPL","Study NPL"
"Finn, R., et al., Phase I study investigating everolimus combined with sorafenib in patients with advanced hepatocellular carcinoma, J. Hepatol., 2013, 59: 1271-1277.","NPL","Study NPL"
"First Examination Report dated May 21, 2019, in New Zealand Patent Application No. 714049.","NPL","Study NPL"
"First Office Action dated Mar. 6, 2012 for the corresponding JP application, JP2007-542863, 17 pages and English translation.","NPL","Study NPL"
"First Statement of Voluntary Amendments submitted Jul. 3, 2020, in Australian Patent Application No. 2015309862.","NPL","Study NPL"
"FMC BioPolymer; http://www.fmcbiopolymer.com/portals/pharm/content/docs/fmc_alubra_brochurefinal.pdf, Mar. 16, 2015, 6 pages.","NPL","Study NPL"
"Folkman et al., Angiogenesis, The Journal of Biological Chemistry, 267(16):10931-10934 (1992).","NPL","Study NPL"
"Folkman et al., Seminars in Medicine of the Beth Israel Hospital, Boston: Clinical Applications of Research on Angiogenesis, The New England Journal of Medicine, 333(26):1757-1763 (1995).","NPL","Study NPL"
"Folkman et al., What is the Evidence That Tumors are Angiogenesis Dependent?, Journal of the National Cancer Institute, 82(1):4-6 (1990).","NPL","Study NPL"
"Folkman, New Perspective in Clinical Oncology From Angiogenesis Research, J. Eur. J. Cancer, 32A(4):2534-2539 (1996).","NPL","Study NPL"
"Folkman, What is the evidence that tumors are angiogenesis dependent, J. Nat. Can. Inst .82(1), 1990.","NPL","Study NPL"
"Fong et al., SU5416 Is a Potent and Selective Inhibitor of the Vascular Endothelial Growth Factor Receptor (Flk-1/KDR) That Inhibits Tyrosine Kinase Catalysis, Tumor Vascularization, and Growth of Multiple Tumor Types, Cancer Research, 59, 99-106, 1999.","NPL","Study NPL"
"Forbes et al., Dissolution kinetics and solubilities of ?-aminosalicylic acid and its salts, International Journal of Pharmaceutics, 126:199-208 (1995).","NPL","Study NPL"
"Form 13 submitted May 10, 2021 in Indian Patent Applicant No. 201947044328.","NPL","Study NPL"
"Form 2: Complete Specification entitled Biomarkers for a Combination Therapy Comprising Lenvatinib and Everolimus, dated Nov. 13, 2017, for Indian Patent Application No. 201747040368.","NPL","Study NPL"
"Form 2: Complete Specification entitled Antitumor Agent for Thyroid Cancer, submitted Nov. 24, 2008, in Indian Patent Application No. 6415/CHENP/2008.","NPL","Study NPL"
"Formality Requirement dated Jun. 18, 2003 for PH Application No. 1-2003-500266.","NPL","Study NPL"
"Freshney, R. I. (1983). Culture of Animal Cells: A Manual of Basic Technique. Alan R. Liss, Inc., p. 4.","NPL","Study NPL"
"Freshney, R. Ian, Culture of Animal Cells, A Manual of Basic Technique, Alan R. Liss, New York, 29-32 (1983).","NPL","Study NPL"
"Frings, New Molecular Targeted Therapeutic Drugs Clinical Results of Bevacizumab in Non-Small Cell Lung Cancer (NSCLC), Jap. J. Lung Cancer, Jun. 2006, 46(3):277-281 (with English Translation).","NPL","Study NPL"
"Fugazzola et al., Molecular and biochemical analysis of RET/PTC4, a novel oncogenic rearrangement between RET and ELE1 genes, in a post-Chernobyl papillary thyroid cancer, Oncogene, 13, 1093-1097, 1996.","NPL","Study NPL"
"Fujii et al., Angiogenesis Inhibitor/Kekkan Shinsei Sogaiyaku, Clin. Gastroenterol., May 25, 2004, 19:220-227.","NPL","Study NPL"
"Fujii et al., MP-412, a dual EGFR/HER2 tyrosine kinase inhibitor: 2. In vivo antitumor effects, Am. Assoc. Cancer Research, A3394, 2005, 2 pages.","NPL","Study NPL"
"Funahashi et al., ASCO Annual Meeting Abstracts, Journal of Clinical Oncology, 1(29):8566, 2011.","NPL","Study NPL"
"Funahashi et al., P-2123, Lenvatinib treatment of differentiated thyroid cancer (DTC): Analysis to identify biomarkers associated with response, The 71st Annual Meeting of the Japanese Cancer Association, Sep. 19-21, 2012, p. 339.","NPL","Study NPL"
